./deltaBS_87/SL1344_snippy_87/results.dbs 63 6107 ./deltaBS_87/SL1344_snippy_87/results.dbs
./deltaBS_77/SL1344_snippy_77/results.dbs 324 6067 ./deltaBS_77/SL1344_snippy_77/results.dbs
./deltaBS_15/SL1344_snippy_15/results.dbs 296 6088 ./deltaBS_15/SL1344_snippy_15/results.dbs
./deltaBS_101/SL1344_snippy_101/results.dbs 346 6073 ./deltaBS_101/SL1344_snippy_101/results.dbs
./deltaBS_120/SL1344_snippy_120/results.dbs 323 6084 ./deltaBS_120/SL1344_snippy_120/results.dbs
./deltaBS_74/SL1344_snippy_74/results.dbs 350 6086 ./deltaBS_74/SL1344_snippy_74/results.dbs
./deltaBS_84/SL1344_snippy_84/results.dbs 366 6074 ./deltaBS_84/SL1344_snippy_84/results.dbs
./deltaBS_73/SL1344_snippy_73/results.dbs 348 6086 ./deltaBS_73/SL1344_snippy_73/results.dbs
./deltaBS_67/SL1344_snippy_67/results.dbs 60 6106 ./deltaBS_67/SL1344_snippy_67/results.dbs
./deltaBS_12/SL1344_snippy_12/results.dbs 292 6051 ./deltaBS_12/SL1344_snippy_12/results.dbs
./deltaBS_104/SL1344_snippy_104/results.dbs 311 6080 ./deltaBS_104/SL1344_snippy_104/results.dbs
./deltaBS_81/SL1344_snippy_81/results.dbs 273 6091 ./deltaBS_81/SL1344_snippy_81/results.dbs
./deltaBS_41/SL1344_snippy_41/results.dbs 289 6058 ./deltaBS_41/SL1344_snippy_41/results.dbs
./deltaBS_90/SL1344_snippy_90/results.dbs 344 6040 ./deltaBS_90/SL1344_snippy_90/results.dbs
./deltaBS_75/SL1344_snippy_75/results.dbs 294 6090 ./deltaBS_75/SL1344_snippy_75/results.dbs
./deltaBS_83/SL1344_snippy_83/results.dbs 168 6098 ./deltaBS_83/SL1344_snippy_83/results.dbs
./deltaBS_127/SL1344_snippy_127/results.dbs 308 6074 ./deltaBS_127/SL1344_snippy_127/results.dbs
./deltaBS_133/SL1344_snippy_133/results.dbs 305 6074 ./deltaBS_133/SL1344_snippy_133/results.dbs
./deltaBS_56/SL1344_snippy_56/results.dbs 339 6029 ./deltaBS_56/SL1344_snippy_56/results.dbs
./deltaBS_23/SL1344_snippy_23/results.dbs 361 6047 ./deltaBS_23/SL1344_snippy_23/results.dbs
./deltaBS_126/SL1344_snippy_126/results.dbs 353 6072 ./deltaBS_126/SL1344_snippy_126/results.dbs
./deltaBS_2/SL1344_snippy_2/results.dbs 322 6081 ./deltaBS_2/SL1344_snippy_2/results.dbs
./deltaBS_40/SL1344_snippy_40/results.dbs 298 6054 ./deltaBS_40/SL1344_snippy_40/results.dbs
./deltaBS_107/SL1344_snippy_107/results.dbs 310 6078 ./deltaBS_107/SL1344_snippy_107/results.dbs
./deltaBS_30/SL1344_snippy_30/results.dbs 323 6076 ./deltaBS_30/SL1344_snippy_30/results.dbs
./deltaBS_89/SL1344_snippy_89/results.dbs 336 6035 ./deltaBS_89/SL1344_snippy_89/results.dbs
./deltaBS_94/SL1344_snippy_94/results.dbs 242 6095 ./deltaBS_94/SL1344_snippy_94/results.dbs
./deltaBS_103/SL1344_snippy_103/results.dbs 295 6079 ./deltaBS_103/SL1344_snippy_103/results.dbs
./deltaBS_122/SL1344_snippy_122/results.dbs 340 6070 ./deltaBS_122/SL1344_snippy_122/results.dbs
./deltaBS_118/SL1344_snippy_118/results.dbs 323 6083 ./deltaBS_118/SL1344_snippy_118/results.dbs
./deltaBS_117/SL1344_snippy_117/results.dbs 284 6054 ./deltaBS_117/SL1344_snippy_117/results.dbs
./deltaBS_25/SL1344_snippy_25/results.dbs 298 6062 ./deltaBS_25/SL1344_snippy_25/results.dbs
./deltaBS_113/SL1344_snippy_113/results.dbs 286 6052 ./deltaBS_113/SL1344_snippy_113/results.dbs
./deltaBS_93/SL1344_snippy_93/results.dbs 45 6100 ./deltaBS_93/SL1344_snippy_93/results.dbs
./deltaBS_82/SL1344_snippy_82/results.dbs 306 6083 ./deltaBS_82/SL1344_snippy_82/results.dbs
./deltaBS_114/SL1344_snippy_114/results.dbs 298 6055 ./deltaBS_114/SL1344_snippy_114/results.dbs
./deltaBS_48/SL1344_snippy_48/results.dbs 305 6062 ./deltaBS_48/SL1344_snippy_48/results.dbs
./deltaBS_29/SL1344_snippy_29/results.dbs 324 6074 ./deltaBS_29/SL1344_snippy_29/results.dbs
./deltaBS_60/SL1344_snippy_60/results.dbs 270 6072 ./deltaBS_60/SL1344_snippy_60/results.dbs
